Brand,Model,Processor,RAM,Storage,Display,GPU,Price_BDT,Availability,Source,Product_URL
Lenovo,"Lenovo IdeaPad Slim 3 15ABR8 Ryzen 5 5625U 15.6"" FHD Laptop","AMD Ryzen 5 5625U (16MB L3 Cache, Up to 4.3GHz)",8GB DDR4-3200,512GB M.2 2242 PCIe 4.0x4 NVMe SSD,"15.6"" FHD (1920x1080) TN 250nits Anti-glare",Integrated AMD Radeon Graphics handles everyday visuals,74000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-slim-3-15abr8-ryzen-5-5625u-laptop
Lenovo,"Lenovo IdeaPad Slim 3 15ABR8 Ryzen 5 5625U 16GB RAM 15.6"" FHD Laptop","AMD Ryzen 5 5625U (16MB L3 Cache, Up to 4.3GHz)",16GB DDR4-3200,512GB M.2 2242 PCIe 4.0x4 NVMe SSD,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare",Integrated AMD Radeon Graphics handles everyday visuals,85000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-slim-3-15abr8-ryzen-5-5625u-16gb-ram-laptop
Lenovo,"Lenovo IdeaPad 1 15AMN7 Ryzen 5 7520U 15.6"" FHD Laptop","AMD Ryzen 5 7520U (4C / 8T, Max. 4.3GHz, 4MB L3)",16GB LPDDR5-5500,512GB M.2 2242 PCI 4.0x4 NVMe SSD,"15.6"" FHD (1920x1080) IPS 250nits Anti-glare",Integrated AMD Radeon 610M graphics handles everyday visual tasks including vide,81000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-1-15amn7-ryzen-5-laptop
Lenovo,"Lenovo IdeaPad Slim 3 15ABR8 Ryzen 7 5825U 15.6"" Laptop With Backlit Keyboard & Fingerprint","AMD Ryzen 7 5825U (8-core/16-thread, 16MB cache, up to 4.5 GHz)",16GB DDR4,512GB SSD,"15.6"" FHD (1920x1080)",The Lenovo IdeaPad Slim 3 15ABR8 is equipped with integrated AMD Radeon graphics,90000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-slim-3-15abr8-ryzen-7-fhd-laptop
Lenovo,"Lenovo IdeaPad Slim 3 15ABR8 Ryzen 7 5825U 15.6"" FHD Laptop With Fingerprint","AMD Ryzen 7 5825U (8C / 16T, 4.5GHz, 16MB L3)",16GB DDR4-3200,512GB M.2 2242 PCIe 4.0x4 NVMe SSD,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare",,90000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-slim-3-15abr8-laptop-with-fingerprint
Walton,"Walton Passion BX510U Core i5 10th Gen 15.6"" FHD Laptop","Intel Core i5-10210U (6M Cache, 1.60 GHz up to 4.20 GHz)",8GB 2666MHz,512GB SATA III M.2 2280 SSD,"15.6"" FHD (1920 x 1080)",This laptop is integrated with Intel UHD Graphics and comes with a 15,46500,In Stock,startech.com.bd,https://www.startech.com.bd/walton-passion-bx510u-core-i5-10th-gen-laptop
MSI,MSI Stealth A16 AI+ A3XWJG Ryzen AI 9 HX 370 RTX 5090 24GB Graphics 16” QHD+ 240Hz OLED Gaming Laptop Copilot+PC,"AMD Ryzen AI 9 HX 370 (24MB L3 Cache, Up to 5.1GHz)",64GB LPDDR5x,2TB NVMe PCIe Gen4 M.2 SSD,"RGB Keyboard,Fingerprint, Webcam Shutter, 240Hz OLED Display",NVIDIA GeForce RTX 5090 24GB GDDR7 Laptop GPU,620000,In Stock,startech.com.bd,https://www.startech.com.bd/msi-stealth-a16-ai-plus-a3xwjg-laptop
Lenovo,"Lenovo IdeaPad Flex 5 14ABR8 Ryzen 5 5625U 14"" WUXZA Touch Laptop","AMD Ryzen 5 5625U (6-core/12-thread, 16MB cache, up to 4.3 GHz)",16GB LPDDR4x-4266,512GB M.2 2242 PCIe 4.0x4 NVMe SSD,"14"" WUXGA (1920x1200) IPS 300nits 60Hz, Touch",Graphics deliver smooth visuals for casual gaming,97000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-flex-5-14abr8-ryzen-5-laptop
MSI,"MSI Raider 18 HX AI A2XWJG Core Ultra 9 285HX RTX 5090 24GB Graphics 18"" UHD+ MiniLED 120Hz Gaming Laptop","Intel Core Ultra 9 285HX (24 Core, 24 Threads, Up to 5.5 GHz)",32GB DDR5 6400MHz,2TB NVMe PCIe Gen5x4 SSD,,NVIDIA GeForce RTX 5090 GDDR7 24GB Graphics with 1824 AI TOPS,630000,In Stock,startech.com.bd,https://www.startech.com.bd/msi-raider-18-hx-ai-a2xwjg-gaming-laptop
Smart,"Smart Flairedge Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1315U (12MB Smart Cache, Up to 4.5 GHz)",8GB DDR4,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080) Anti-Glare",For graphics,59500,In Stock,startech.com.bd,https://www.startech.com.bd/smart-flairedge-core-i5-13th-gen-laptop
MSI,"MSI Katana 15 HX B14WEK Core i9 14th Gen RTX 5050 8GB Graphics 15.6"" QHD Gaming Laptop","Intel Core i9-14900HX (36MB Cache, up to 5.8GHz)",16GB DDR5,512GB NVME PCIe GEN4x4 SSD,,NVIDIA GeForce RTX 5050 8GB GDDR7,220000,In Stock,startech.com.bd,https://www.startech.com.bd/msi-katana-15-hx-b14wek-core-i9-qhd-gaming-laptop
ASUS,"ASUS Vivobook 16X K3605VC Core i5 13th Gen RTX 3050 4GB Graphics 16"" WUXGA Laptop",Intel Core i5-13420H (Up to 4.6 GHz),8GB DDR4,512GB M.2 PCIe 4.0 SSD,,Nvidia RTX 3050 4GB GDDR6 Graphics,103000,In Stock,startech.com.bd,https://www.startech.com.bd/asus-vivobook-16x-k3605vc-laptop
Lenovo,"Lenovo ThinkPad E14 Gen 6 Core Ultra 5 125U 14"" WUXGA Laptop","Intel Core Ultra 5 125U (12MB Cache, Up to 4.30 GHz)",8GB DDR5 5600MHz,512GB PCIe NVMe M.2 SSD,"14"" IPS WUXGA (1920 x 1200), Anti-glare, 300nits",Integrated with Intel UHD Graphics and a 12MB cache,107000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-thinkpad-e14-gen-6-laptop
Dell,"Dell 15 DC15250 Core 3 100U 15.6"" FHD Laptop","Intel Core 3 100U (6 cores, up to 4.7 GHz)",8GB DDR4 3200 MHz,512GB M.2 PCIe NVMe SSD,"15.6"" FHD, 120Hz, WVA, IPS, Anti-Glare, 250 nits",s integrated Intel UHD Graphics support everyday visuals and media playing effec,64000,In Stock,startech.com.bd,https://www.startech.com.bd/dell-15-dc15250-laptop
MSI,"MSI Cyborg 15 B13WEKG Core i7 13th Gen RTX 5050 8GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i7-13620H (24 MB Cache, Up to 4.90 GHz)",16GB DDR5 5200MHz,512GB NVMe PCIe Gen4x4 SSD,,NVIDIA GeForce RTX 5050 Laptop GPU 8GB GDDR7,170000,In Stock,startech.com.bd,https://www.startech.com.bd/msi-cyborg-15-b13wekg-core-i7-rtx-5050-laptop
MSI,"MSI Cyborg A15 AI B2HWFKG Ryzen 7 260 RTX 5060 8GB Graphics 144hz 15.6"" FHD IPS Gaming Laptop Copilot+PC","AMD RYZEN 7 260 (24MB L3 Cache, Up to 5.1GHz)",16GB DDR5,512GB NVMe PCIe Gen4 M.2 SSD,"RGB Keyboard, Fingerprint, Webcam Shutter, 144Hz IPS Display",NVIDIA GeForce RTX 5060 8GB GDDR7 Laptop GPU,175000,In Stock,startech.com.bd,https://www.startech.com.bd/msi-cyborg-a15-ai-b2hwfkg-laptop
Lenovo,"Lenovo ThinkPad E14 Gen 7 Core Ultra 5 225U 14"" WUXGA Laptop","Intel Core Ultra 5 225U (12MB Cache, Up to 4.8GHz)",8GB DDR5 5600MHz,512GB M.2 PCIe 4.0x4 NVMe Opal 2.0,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, 60Hz",Laptop includes integrated Intel Graphics,112000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-thinkpad-e14-gen-7-laptop-black
Lenovo,"Lenovo IdeaPad Slim 5 13ARP10 Ryzen 7 7735HS 13.3"" WUXGA Laptop","AMD Ryzen 7 7735HS (8C / 16T, Up to 4.75GHz)",16GB LPDDR5x 6400MHz; Storage: 512GB SSD,512GB SSD,"13.3"" WUXGA (1920x1200) IPS 400 nits Anti-glare",while integrated AMD Radeon 680M graphics support smooth multimedia performance,,Out of Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-slim-5-13arp10-ryzen-7-laptop
Lenovo,"Lenovo IdeaPad 5 2-in-1 14AKP10 Ryzen AI 5 340 14"" WUXGA Touch Laptop","AMD Ryzen AI 5 340 (16MB Cache, Up to 4.8GHz)",16GB LPDDR5x-7500MHz,512GB PCIe 4.0x4 NVMe SSD,"14"" WUXGA (1920x1200) IPS, 300nits Glossy",while AMD Radeon 840M integrated graphics handle everyday graphics needs with ea,115000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-5-2-in-1-14akp10-touch-laptop
ASUS,"Asus Vivobook Go 15 E1504TA Intel N150 15.6"" FHD Laptop","Intel N150 (6MB Cache, up to 3.6 GHz)",8GB LPDDR5,512GB M.2 NVMe PCIe 4.0 SSD,"15.6"" FHD (1920 x 1080), 60Hz, IPS, 250nits",FHD Laptop is perfect for everyday computing with an efficient Intel Processor N,61500,In Stock,startech.com.bd,https://www.startech.com.bd/asus-vivobook-go-15-e1504ta-laptop
Lenovo,"Lenovo IdeaPad Slim 5 14AKP10 Ryzen AI 7 350 14"" OLED Laptop","AMD Ryzen AI 7 350 ((8C / 16T, Up to 5.0GHz)",32GB DDR5-5600MHz; Storage: 512GB SSD,512GB SSD,"14"" WUXGA (1920x1200) OLED 400nits Glossy",Integrated AMD Radeon 820M Graphics handle everyday graphics tasks efficiently,139000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-slim-5-14akp10-ryzen-ai-7-350-laptop
ASUS,"Asus Vivobook Go 15 E1504TA Intel N150 15.6"" FHD Laptop Cool Silver","Intel N150 (6MB Cache, up to 3.6 GHz)",8GB LPDDR5,512GB M.2 NVMe PCIe 4.0 SSD,"15.6"" FHD (1920 x 1080), 60Hz, IPS, 250nits",FHD Laptop is perfect for everyday computing with an efficient Intel Processor N,61500,In Stock,startech.com.bd,https://www.startech.com.bd/asus-vivobook-go-15-e1504ta-laptop-cool-silver
Lenovo,"Lenovo Yoga 7 2-in-1 14AKP10 Ryzen AI 5 340 14"" WUXGA OLED Touch Laptop Tidal Teal","AMD Ryzen AI 5 340 (6C / 12T, 2.0 / 4.8GHz, 6MB L2 / 16MB L3)",16GB LPDDR5x-6400,1TB M.2 2242 PCIe 4.0x4 NVMe SSD,"14"" WUXGA (1920x1200) OLED, 60Hz, Dolby Vision, Glass, Touch",thanks to integrated AMD Radeon 840M graphics and a stunning 14,145000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-yoga-7-2-in-1-14akp10-laptop-tidal-teal
Lenovo,"Lenovo Yoga 7 2-in-1 14AHP9 Ryzen 7 8840HS AI Integrated 14"" Touch Laptop","AMD Ryzen 7 8840HS (8C / 16T, 3.3 / 5.1GHz, 8MB L2 / 16MB L3) with NPU",16GB LPDDR5-6400,1TB M.2 PCIe Gen4 SSD,"14"" WUXGA (1920x1200) Touch",,155000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-yoga-7-2-in-1-14ahp9-ryzen-7-8840hs-touch-laptop
Lenovo,"Lenovo IdeaPad 5 2-in-1 14AKP10 Ryzen AI 7 350 14"" WUXGA OLED Touch Laptop","AMD Ryzen AI 7 350 (16MB L3 Cache, Up to 5.0GHz)",24GB LPDDR5x-7500MHz,512GB PCIe 4.0x4 NVMe SSD,"14"" WUXGA (1920x1200) OLED, 500nits (peak), Glossy, Touch",Graphics are handled by the integrated AMD Radeon 860M graphics,155000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-5-2-in-1-14akp10-oled-laptop
Lenovo,"Lenovo Yoga 7 2-in-1 14AKP10 Ryzen AI 7 350 14"" WUXGA Touch OLED Laptop","AMD Ryzen AI 7 350 (8C / 16T, 2.0 / 5.0GHz, 8MB L2 / 16MB L3)",32GB LPDDR5x-7500,1TB M.2 2242 PCIe 4.0x4 NVMe SSD,"14"" WUXGA (1920x1200) OLED, 60Hz, Dolby Vision, Glass, Touch",thanks to integrated AMD Radeon 860M graphics and a stunning 14,175000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-yoga-7-2-in-1-14akp10-ryzen-ai-7-350-laptop-tidal-teal
Lenovo,"Lenovo IdeaPad Slim 5 14AKP10 Ryzen AI 5 330 14"" IPS Laptop","AMD Ryzen AI 5 330 ((4C/8T, Up to 4.5GHz)",16GB DDR5-5600MHz; Storage: 512GB SSD,512GB SSD,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare",Visual performance is handled by integrated AMD Radeon 820M Graphics,101500,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-slim-5-14akp10-ryzen-ai-5-laptop
Lenovo,"Lenovo IdeaPad Flex 5 14ABR8 Ryzen 7 5825U 14"" WUXZA Touch Laptop","AMD Ryzen 7 5825U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",16GB LPDDR4x-4266,512GB M.2 2242 PCIe 4.0x4 NVMe SSD,"14"" WUXGA (1920x1200) IPS 300nits Glossy, 60Hz, Touch",dependable visual performance is guaranteed by integrated AMD Radeon Graphics,105000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-flex-5-14abr8-ryzen-7-5825u-laptop
Lenovo,"Lenovo Yoga 7 2-in-1 14AKP10 Ryzen AI 7 350 14"" WUXGA OLED Touch Laptop","AMD Ryzen AI 7 350 (8C / 16T, 2.0 / 5.0GHz, 8MB L2 / 16MB L3)",32GB LPDDR5x-7500,1TB M.2 2242 PCIe 4.0x4 NVMe SSD,"14"" WUXGA (1920x1200) OLED, 60Hz, Dolby Vision, Glass, Touch",Integrated AMD Radeon 860M graphics improve daily workload efficiency,175000,In Stock,startech.com.bd,https://www.startech.com.bd/lenovo-yoga-7-2-in-1-14akp10-ryzen-ai-7-350-laptop
Acer,"Acer Aspire 3 A325-45 Celeron N4500 12GB RAM 15.6"" HD Laptop","Intel Celeron N4500 (4M Cache, 1.10 GHz, up to 2.80 GHz)",12GB DDR4 3200Mhz,512GB SSD,"15.6"" HD, 60Hz",while Intel UHD Graphics provide reliable integrated performance for work,45800,In Stock,startech.com.bd,https://www.startech.com.bd/acer-aspire-3-a325-45-laptop
Acer,"Acer Aspire 3 A325-53 Core i5 13th Gen 1334U 15.6"" FHD Laptop","Intel Core i5-1334U (12M Cache, 3.40 GHz, up to 4.60 GHz)",8GB DDR4 3200Mhz,512GB SSD,"15.6"" FHD (1920x1080) IPS","Connectivity and Graphics
Equipped with integrated Intel UHD Graphics",,Out of Stock,startech.com.bd,https://www.startech.com.bd/acer-aspire-3-a325-53-core-i5-1334u-fhd-laptop
Acer,"Acer Aspire Lite AL15-53 Core i5 13th Gen 8GB IPS 15.6"" FHD Laptop","Intel Core i5-1334U (12M Cache, 3.40GHz up to 4.60GHz)",8GB DDR4,512GB NVMe SSD,IPS 15.6″ FHD (1920×1080),Integrated Intel UHD Graphics deliver smooth visuals for everyday computing and ,71500,In Stock,startech.com.bd,https://www.startech.com.bd/acer-aspire-lite-al15-53-core-i5-13th-gen-8gb-fhd-laptop
Acer,"Acer Aspire Lite AL15-53 Core i5 1334U 16GB IPS 15.6"" FHD Laptop","Intel Core i5-1334U (12M Cache, 3.40GHz up to 4.60GHz)",16GB DDR4,512GB SSD,IPS 15.6″ FHD (1920×1080),Integrated Intel UHD Graphics provide reliable visuals for work and entertainmen,74500,In Stock,startech.com.bd,https://www.startech.com.bd/acer-aspire-lite-al15-53-core-i5-13th-gen-fhd-laptop
Lenovo,"Lenovo IdeaPad Slim 3 15IRH8 Core i5 13th Gen 8GB RAM 15.6"" FHD Military Grade Laptop With FreeDOS","Intel Core i5-13420H (12MB Cache, 3.4GHz up to 4.6GHz)",8GB LPDDR5-4800,512GB M.2 PCIe 4.0x4 NVMe SSD,"15.6"" FHD (1920x1080) TN, 250nits Anti-glare",in Intel UHD Graphics and 8GB of LPDDR5,,Out of Stock,startech.com.bd,https://www.startech.com.bd/lenovo-ideapad-slim-3-15irh8-core-i5-13th-gen-8gb-ram-laptop
Acer,"Acer Aspire 15 AS15-42-R5 Ryzen 5 7430U 15.6"" FHD Laptop","Ryzen 5 7430U (16MB Cache, up to 4.30GHz)",16GB (8*2) DDR4 3200MHz,512GB PCIe Gen3 NVMe SSD,"15.6″ FHD (1920×1080) IPS LED Display, 60 Hz",,74900,In Stock,startech.com.bd,https://www.startech.com.bd/acer-aspire-15-as15-42-r5-ryzen-5-laptop
Dell,"Dell 15 DC15250 Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1334U (10 cores, up to 4.60 GHz)",8GB DDR4,512GB M.2 PCIe NVMe SSD,"15.6"" FHD, 120Hz, WVA, IPS, Anti-Glare, 250 nits",s integrated Intel UHD Graphics provides efficient visuals for daily chores,76500,In Stock,startech.com.bd,https://www.startech.com.bd/dell-15-dc15250-core-i5-laptop
Acer,"Acer Aspire 15 AS15-42-R7 Ryzen 7 7730U 15.6"" FHD Laptop","Ryzen 7 7730U (16MB L3 Cache, up to 4.30GHz)",16GB DDR4 3200MHz,512GB PCIe Gen3 NVMe SSD,"15.6″ FHD (1920×1080) IPS LED Display, 60 Hz",,84500,In Stock,startech.com.bd,https://www.startech.com.bd/acer-aspire-15-as15-42-r7-ryzen-7-laptop
Acer,"Acer TravelLite TL14-52M Core i5 13th Gen 8GB RAM 512GB Storage 14"" FHD Laptop","Intel Core i5-1335U (12 MB Cache, 3.40 GHz up to 4.60 GHz)",8GB 3200MHz,512GB Gen4 SSD,"14"" IPS FHD ((1920 x 1080))",The Intel UHD Graphics with a max dynamic frequency of 1,79900,In Stock,startech.com.bd,https://www.startech.com.bd/acer-travellite-tl14-52m-core-i5-13th-gen-14-inch-fhd-laptop
Acer,"Acer ALG AL15G-53 Core i5 13420H RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop",Intel Core i5-13420H Processor,16GB DDR4 RAM,1TB NVMe SSD,"15.6″ display with FHD 1920 x 1080, 144Hz, 45%NTSC :16:9 panel",NVIDIA GeForce RTX 3050 – 6GB DDR6,,Out of Stock,startech.com.bd,https://www.startech.com.bd/acer-alg-al15g-53-core-i5-13420h-gaming-laptop
Acer,"Acer ALG AL15G-53 Core 5 210H RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop",Intel Core 5 210H (up to 4.80 GHz),16GB DDR4 RAM,512GB NVMe SSD,"15.6″ display with FHD 1920 x 1080, 144Hz, 45%NTSC :16:9 panel",NVIDIA GeForce RTX 3050 - 6GB DDR6,122500,In Stock,startech.com.bd,https://www.startech.com.bd/acer-alg-al15g-53-core-5-rtx-3050-laptop
Acer,"Acer Swift Go 14 SFG14-73 Core Ultra 7 155H 14"" WQXGA+ OLED Laptop",Intel Core Ultra 7 155H (up to 4.8GHz),16GB LPDDR5x,1TB Gen4 SSD,"14"" WQXGA+ (2880 x1800) OLED",Graphics are powered by the Intel ARC GPU,146000,In Stock,startech.com.bd,https://www.startech.com.bd/acer-swift-go-14-sfg14-73-core-ultra-7-laptop
Acer,"Acer Predator Helios Neo 16S AI PHN16S-71-73WM Core Ultra 7 255HX RTX 5060 8GB GDDR7 Graphics 16"" Gaming Laptop","Intel Core Ultra 7 255HX (UP to 5.2 GHz, 20C, 20T, 30 MB Cache)",16GB DDR5 6400MHz,1TB NVMe SSD,,NVIDIA GeForce RTX 5060 8GB Graphics,279900,In Stock,startech.com.bd,https://www.startech.com.bd/acer-predator-helios-neo-16s-ai-phn16s-71-73wm-laptop
HP,"HP 15-fd0808TU Intel Core i3 13th Gen 15.6"" FHD Laptop Copilot+PC","Intel Core i3 13th Gen (10MB, Up to 4.5 GHz)",8GB DDR4 3200Mhz,512GB PCIe NVMe M.2 SSD,"15.6"" FHD (1920 x 1080), Anti-glare, 62.5% sRGB, 250nits",The Intel integrated SoC chipset and Integrated Intel UHD Graphics provide effec,65990,In Stock,startech.com.bd,https://www.startech.com.bd/hp-15-fd0808tu-intel-core-i3-laptop
HP,"HP 15-fd0176TU Intel Core i3 13th Gen 15.6"" FHD Laptop","Intel Core i3 13th Gen (10MB, Up to 4.5 GHz)",16GB DDR4 3200Mhz,512GB PCIe NVMe M.2 SSD,"15.6"" FHD (1920 x 1080), Anti-glare, 62.5% sRGB, 250nits",Equipped with Intel UHD Graphics processing,71000,In Stock,startech.com.bd,https://www.startech.com.bd/hp-15-fd0176tu-core-i3-13th-gen-laptop
Acer,Acer Predator Helios Neo 16S AI PHN16S-71 Core Ultra 7 255HX RTX 5050 8GB GDDR7 Graphics 16 Inch Gaming Laptop,"Intel Core Ultra 7 255HX (UP to 5.2 GHz, 20C, 20T, 30 MB Cache)",16GB DDR5 6400MHz,1TB NVMe SSD,,NVIDIA GeForce RTX 5050 8GB Graphics,285000,In Stock,startech.com.bd,https://www.startech.com.bd/acer-predator-helios-neo-16s-ai-phn16s-71-gaming-laptop
Acer,Acer Predator Helios Neo 16S AI PHN16S-71 Core Ultra 7 255HX RTX 5070 8GB Graphics 16 Inch OLED Gaming Laptop,"Intel Core Ultra 7 255HX (UP to 5.2 GHz, 20C, 20T, 30 MB Cache)",16GB DDR5 6400MHz,1TB NVMe SSD,,NVIDIA RTX 5070 8GB GDDR7 Graphics,325000,In Stock,startech.com.bd,https://www.startech.com.bd/acer-predator-helios-neo-16s-ai-phn16s-71-rtx-5070-oled-gaming-laptop
Acer,Acer Predator Helios Neo 16S AI PHN16S-71 Core Ultra 9 275HX RTX 5070 8GB Graphics 16 Inch OLED Gaming Laptop,"Intel Core Ultra 9 275HX (UP to 5.4 GHz, 24C, 24T, 36 MB Cache)",16GB DDR5 6400MHz,1TB NVMe SSD,,NVIDIA RTX 5070 8GB GDDR7 Graphics,340000,In Stock,startech.com.bd,https://www.startech.com.bd/acer-predator-helios-neo-16s-core-ultra-9-275hx-gaming-laptop
HP,"HP 15-fd0333TU Core 5 120U 15.6"" FHD Laptop","Intel Core 5 120U (12MB Cache, Up to 5.0 GHz)",8 GB DDR4-3200 MT/s,512GB PCIe NVMe M.2 SSD,"15.6"" FHD (1920 x 1080), Micro-Edge, Anti-Glare, 250 nits",The integrated Intel UHD Graphics enables both ordinary chores and enjoyment,,Out of Stock,startech.com.bd,https://www.startech.com.bd/hp-15-fd0333tu-laptop
HP,"HP 15-fd0812TU Intel Core 5 120U 15.6"" FHD Laptop","Intel Core 5 120U (12MB, Up to 5.00 GHz)",8GB DDR4 3200Mhz,512GB PCIe NVMe M.2 SSD,"15.6"" FHD (1920 x 1080), Anti-glare, 62.5% sRGB, 250nits",Integrated Intel Iris Xᵉ Graphics ensures smooth visuals,78500,In Stock,startech.com.bd,https://www.startech.com.bd/hp-15-fd0812tu-core-5-120u-laptop
Acer,Acer Predator Helios Neo 16S AI PHN16S-71 Core Ultra 9 275HX RTX 5070 8GB Graphics 32GB DDR5 RAM 16 Inch OLED Gaming Laptop,"Intel Core Ultra 9 275HX (UP to 5.4 GHz, 24C, 24T, 36 MB Cache)",32GB DDR5 6400MHz,1TB NVMe SSD,,NVIDIA RTX 5070 8GB GDDR7 Graphics,360000,In Stock,startech.com.bd,https://www.startech.com.bd/acer-predator-helios-neo-16s-core-ultra-9-32gb-ram-laptop
Walton,"Walton Passion BX710U Core i7 10th Gen 15.6"" FHD Laptop","Intel Core i7-10510U (8MB Cache, 1.8GHz up to 4.9GHz)",8GB 2666MHz,512GB SATAIII M.2 2280 SSD,"15.6"" FHD (1920 x 1080)",This laptop is integrated with Intel UHD Graphics and comes with a 15,67500,In Stock,startech.com.bd,https://www.startech.com.bd/walton-passion-bx710u-core-i7-10th-gen-laptop
Acer,Acer Predator Helios Neo 16 AI-PH16-73 Core Ultra 9 275HX RTX 5090 24GB Graphics 32GB DDR5 RAM 16 Inch OLED Gaming Laptop,"Intel Core Ultra 9 275HX (UP to 5.4 GHz, 24C, 24T, 36 MB Cache)",32GB DDR5 6400MHz,2TB NVMe SSD,,NVIDIA RTX 5090 24GB GDDR7 Graphics,660000,In Stock,startech.com.bd,https://www.startech.com.bd/acer-predator-helios-neo-16-ai-ph16-73-rtx-5090-gaming-laptop
HP,"HP 15-fd0811TU Intel Core 5 120U 15.6"" FHD Laptop","Intel Core 5 120U (12MB, Up to 5.00 GHz)",8GB DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,"15.6"" FHD (1920 x 1080), Anti-glare, 62.5% sRGB, 250nits",With integrated Intel Graphics,78500,In Stock,startech.com.bd,https://www.startech.com.bd/hp-15-fd0811tu-intel-core-5-laptop
HP,"HP 15-fd0812TU Intel Core i5 1334U 13th Gen 15.6"" FHD Laptop","Intel Core i5 1334U (12MB, Up to 4.60 GHz)",8GB DDR4 3200Mhz,512GB PCIe NVMe M.2 SSD,"15.6"" FHD (1920 x 1080), Anti-glare, 62.5% sRGB, 250nits",MultimediaPowered by Intel Iris Xe Graphics,78500,In Stock,startech.com.bd,https://www.startech.com.bd/hp-15-fd0812tu-intel-core-i5-1334u-laptop
Acer,"Acer Aspire Lite AL15-41 AMD Ryzen 3 7330U 15.6"" FHD Laptop",Ryzen 3 7330U (up to 4.3 GHz),8GB DDR4 3200 MHz,512GB PCIe NVMe SSD,"15.6"" FHD  (1920x1080) LED Display",41 integrates AMD Radeon Graphics for everyday computing and entertainment,66000,In Stock,startech.com.bd,https://www.startech.com.bd/acer-aspire-lite-al15-41-ryzen-3-7330u-laptop
ASUS,"Asus Vivobook 14 X1404VA Core 5 120U 14"" FHD Laptop","Intel Core 5-120U (12M Cache, Up to 5.0 GHz)",8GB DDR4,512GB M.2 PCIe 4.0 SSD,"14"" FHD (1920 x 1080) IPS, Anti-glare",The Asus laptop integrates Intel Graphics for everyday visuals,78000,In Stock,startech.com.bd,https://www.startech.com.bd/asus-vivobook-14-x1404va-core-5-120u-laptop
HP,"HP 15-fd0811TU Intel i5 1334U 13th Gen 15.6"" FHD Laptop","Intel Core i5 1334U (12MB, Up to 4.6 GHz)",8GB DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,"15.6"" FHD (1920 x 1080), Anti-glare, 62.5% sRGB, 250nits",,78500,In Stock,startech.com.bd,https://www.startech.com.bd/hp-15-fd0811tu-intel-i5-13th-gen-laptop
Acer,"Acer Aspire Lite AL15-52 Core i3 12th Gen 8GB RAM 15.6"" FHD Laptop","Intel Core i3-1215U (10M Cache, up to 4.40 GHz)",8GB 3200Mhz DDR4,512GB SSD,"15.6"" FHD (1920x1080) TFT LCD",52 Core i3 12th Gen 8GB RAM Laptop features Intel UHD Graphics for casual gaming,,Out of Stock,startech.com.bd,https://www.startech.com.bd/acer-aspire-lite-al15-52-laptop
ASUS,"Asus Vivobook 14 X1404VA Core 5 120U 14"" FHD Cool Silver Laptop","Intel Core 5-120U (12M Cache, Up to 5.0 GHz)",8GB DDR4,512GB M.2 PCIe 4.0 SSD,"14"" FHD (1920 x 1080) IPS, Anti-glare",Everyday visuals are handled by Intel Graphics,78000,In Stock,startech.com.bd,https://www.startech.com.bd/asus-vivobook-14-x1404va-core-5-120u-cool-silver-laptop
